"COU","Country","IND","Indicator","SEX","Sex","AGE","Age Group","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUT","Austria","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,83.3,,
"AUT","Austria","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,4.9,,
"AUT","Austria","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,4.7,,
"AUT","Austria","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,4.2,,
"AUT","Austria","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,4.3,,
"AUT","Austria","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,4.6,,
"AUT","Austria","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,4.2,,
"BEL","Belgium","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,85.7,,
"BEL","Belgium","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,85.7,,
"BEL","Belgium","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,84.7,,
"BEL","Belgium","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,78.2,,
"BEL","Belgium","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,77.5,,
"BEL","Belgium","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,76.8,,
"BEL","Belgium","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,5.6,,
"BEL","Belgium","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,5.8,,
"BEL","Belgium","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,5.3,,
"BEL","Belgium","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,4.7,,
"BEL","Belgium","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,4.7,,
"BEL","Belgium","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,4.6,,
"CAN","Canada","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,88.1,,
"CAN","Canada","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,88,,
"CAN","Canada","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q3-2023","Q3-2023","PC","Percentage","0","Units",,,87.7,,
"CAN","Canada","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,82.1,,
"CAN","Canada","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,81.7,,
"CAN","Canada","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q3-2023","Q3-2023","PC","Percentage","0","Units",,,81.6,,
"CAN","Canada","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,4.3,,
"CAN","Canada","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,4.4,,
"CAN","Canada","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q3-2023","Q3-2023","PC","Percentage","0","Units",,,4.7,,
"CAN","Canada","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,4.2,,
"CAN","Canada","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,4.3,,
"CAN","Canada","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q3-2023","Q3-2023","PC","Percentage","0","Units",,,4.7,,
"CZE","Czechia","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,94.8,,
"CZE","Czechia","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,94.7,,
"CZE","Czechia","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,94.9,,
"CZE","Czechia","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,79.6,,
"CZE","Czechia","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,80.4,,
"CZE","Czechia","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,81,,
"CZE","Czechia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,1.6,,
"CZE","Czechia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,1.8,,
"CZE","Czechia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,1.7,,
"CZE","Czechia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,2.7,,
"CZE","Czechia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,2.7,,
"CZE","Czechia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,2.7,,
"DNK","Denmark","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,86.8,,
"DNK","Denmark","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,86.6,,
"DNK","Denmark","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,86.9,,
"DNK","Denmark","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,81.6,,
"DNK","Denmark","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,80.4,,
"DNK","Denmark","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,80,,
"DNK","Denmark","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,4.1,,
"DNK","Denmark","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,4.3,,
"DNK","Denmark","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,4.2,,
"DNK","Denmark","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,3.1,,
"DNK","Denmark","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,4.3,,
"DNK","Denmark","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,4.3,,
"FIN","Finland","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,84.2,,
"FIN","Finland","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,84.7,,
"FIN","Finland","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,84.2,,
"FIN","Finland","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,82.3,,
"FIN","Finland","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,81.8,,
"FIN","Finland","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,83.1,,
"FIN","Finland","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,5.5,,
"FIN","Finland","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,5.7,,
"FIN","Finland","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,5.8,,
"FIN","Finland","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,5,,
"FIN","Finland","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,4.7,,
"FIN","Finland","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,4.8,,
"FRA","France","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,86.7,,
"FRA","France","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,86.7,,
"FRA","France","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,86.6,,
"FRA","France","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,79,,
"FRA","France","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,79.4,,
"FRA","France","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,79.4,,
"FRA","France","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,6.1,,
"FRA","France","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,6.2,,
"FRA","France","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,6.3,,
"FRA","France","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,6.2,,
"FRA","France","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,6.1,,
"FRA","France","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,6.4,,
"DEU","Germany","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,89.4,"E","Estimated value"
"DEU","Germany","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,89.8,"E","Estimated value"
"DEU","Germany","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,89.6,"E","Estimated value"
"DEU","Germany","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,81.1,"E","Estimated value"
"DEU","Germany","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,81.2,"E","Estimated value"
"DEU","Germany","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,81.6,"E","Estimated value"
"DEU","Germany","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,2.9,"E","Estimated value"
"DEU","Germany","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,2.9,"E","Estimated value"
"DEU","Germany","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,2.9,"E","Estimated value"
"DEU","Germany","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,2.8,"E","Estimated value"
"DEU","Germany","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,2.7,"E","Estimated value"
"DEU","Germany","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,2.6,"E","Estimated value"
"GRC","Greece","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,84.6,,
"GRC","Greece","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,85.5,,
"GRC","Greece","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,85.6,,
"GRC","Greece","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,65.3,,
"GRC","Greece","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,65.6,,
"GRC","Greece","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,66.5,,
"GRC","Greece","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,8.5,,
"GRC","Greece","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,8.3,,
"GRC","Greece","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,8.2,,
"GRC","Greece","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,15.6,,
"GRC","Greece","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,15.3,,
"GRC","Greece","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,15,,
"HUN","Hungary","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,91,,
"HUN","Hungary","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,90.7,,
"HUN","Hungary","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,91.1,,
"HUN","Hungary","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,85.3,,
"HUN","Hungary","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,84.8,,
"HUN","Hungary","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,85.1,,
"HUN","Hungary","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,3.5,,
"HUN","Hungary","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,3.5,,
"HUN","Hungary","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,3.3,,
"HUN","Hungary","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,3.3,,
"HUN","Hungary","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,3.6,,
"HUN","Hungary","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,3.6,,
"ISL","Iceland","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,89.4,,
"ISL","Iceland","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,89.2,,
"ISL","Iceland","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,89.7,,
"ISL","Iceland","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,84.7,,
"ISL","Iceland","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,85.2,,
"ISL","Iceland","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,87,,
"ISL","Iceland","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,3.9,,
"ISL","Iceland","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,4.4,,
"ISL","Iceland","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,3.7,,
"ISL","Iceland","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,2.4,,
"ISL","Iceland","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,2.5,,
"ISL","Iceland","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,2.3,,
"IRL","Ireland","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,88.8,,
"IRL","Ireland","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,88.9,,
"IRL","Ireland","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,88.4,,
"IRL","Ireland","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,77.3,,
"IRL","Ireland","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,77.8,,
"IRL","Ireland","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,79.6,,
"IRL","Ireland","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,3.5,,
"IRL","Ireland","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,3.8,,
"IRL","Ireland","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,3.6,,
"IRL","Ireland","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,3.7,,
"IRL","Ireland","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,3.3,,
"IRL","Ireland","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,3.2,,
"ITA","Italy","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,82.9,,
"ITA","Italy","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,83,,
"ITA","Italy","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,83.7,,
"ITA","Italy","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,62.7,,
"ITA","Italy","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,63.4,,
"ITA","Italy","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,63.6,,
"ITA","Italy","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,6.5,,
"ITA","Italy","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,6.6,,
"ITA","Italy","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,6.5,,
"ITA","Italy","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q4-2022","Q4-2022","PC","Percentage","0","Units",,,8.9,,
"ITA","Italy","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,9.2,,
"ITA","Italy","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,8.6,,
"JPN","Japan","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,92.6,,
"JPN","Japan","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,92.9,,
"JPN","Japan","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,80.3,,
"JPN","Japan","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,80.6,,
"JPN","Japan","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,2.7,,
"JPN","Japan","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,2.7,,
"JPN","Japan","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,2.4,,
"JPN","Japan","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q2-2023","Q2-2023","PC","Percentage","0","Units",,,2.4,,
"KOR","Korea","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q1-2023","Q1-2023","PC","Percentage","0","Units",,,86.5,,
